train_loss,accuracy,f1,epoch,created_at,val_loss,val_acc,val_f1
0.6990593671798706,0.16666666666666666,0.48639705882352946,0,2019-12-09 22:09:00.303628,,,
0.4464702308177948,1.0,1.0,0,2019-12-09 22:09:04.063231,,,
0.1479654312133789,1.0,1.0,0,2019-12-09 22:09:07.983212,,,
0.04075128957629204,1.0,1.0,0,2019-12-09 22:09:12.060506,,,
0.12091966718435287,0.5,0.9766240157480315,0,2019-12-09 22:09:16.096272,,,
0.005448691546916962,1.0,1.0,0,2019-12-09 22:09:20.112059,,,
0.1290075033903122,0.5,0.9766240157480315,0,2019-12-09 22:09:24.070235,,,
0.005403880495578051,1.0,1.0,0,2019-12-09 22:09:28.020005,,,
,,,0,2019-12-09 22:09:34.434233,0.04926102235913277,0.699999988079071,0.9854921102523804
0.004639023449271917,1.0,1.0,1,2019-12-09 22:09:34.812619,,,
0.054595306515693665,0.5,0.9766240157480315,1,2019-12-09 22:09:38.829932,,,
0.011032921262085438,1.0,1.0,1,2019-12-09 22:09:42.800329,,,
0.15634910762310028,0.5,0.93025,1,2019-12-09 22:09:46.797172,,,
0.04690434783697128,0.5,0.9766240157480315,1,2019-12-09 22:09:50.803366,,,
0.006853280123323202,1.0,1.0,1,2019-12-09 22:09:54.621032,,,
0.012187020853161812,1.0,1.0,1,2019-12-09 22:09:58.561444,,,
0.08326057344675064,0.5,0.9766240157480315,1,2019-12-09 22:10:02.389243,,,
,,,1,2019-12-09 22:10:08.351081,0.044106531888246536,0.699999988079071,0.988315224647522
0.0080643929541111,1.0,1.0,2,2019-12-09 22:10:08.691160,,,
0.08048071712255478,0.5,0.9533730158730158,2,2019-12-09 22:10:12.637728,,,
0.004054948687553406,1.0,1.0,2,2019-12-09 22:10:16.868913,,,
0.004187403712421656,1.0,1.0,2,2019-12-09 22:10:20.908853,,,
0.0015360304387286305,1.0,1.0,2,2019-12-09 22:10:24.888340,,,
0.03713297098875046,0.5,0.9766240157480315,2,2019-12-09 22:10:29.017802,,,
0.1611609309911728,0.5,0.9533730158730158,2,2019-12-09 22:10:33.086961,,,
0.008129286579787731,1.0,1.0,2,2019-12-09 22:10:37.255286,,,
,,,2,2019-12-09 22:10:44.219336,0.060761820524930954,0.5,0.9854798316955566
0.026564594358205795,0.5,0.9766240157480315,3,2019-12-09 22:10:44.595386,,,
0.0015690043801441789,1.0,1.0,3,2019-12-09 22:10:48.588007,,,
0.009941262193024158,1.0,1.0,3,2019-12-09 22:10:52.512489,,,
0.0051133171655237675,1.0,1.0,3,2019-12-09 22:10:56.556120,,,
0.025073176249861717,0.5,0.9766240157480315,3,2019-12-09 22:11:00.684251,,,
0.0016517298063263297,1.0,1.0,3,2019-12-09 22:11:04.785045,,,
0.05770593136548996,0.5,0.9766240157480315,3,2019-12-09 22:11:08.903643,,,
0.001646164571866393,1.0,1.0,3,2019-12-09 22:11:13.482035,,,
,,,3,2019-12-09 22:11:20.341073,0.04735587164759636,0.824999988079071,0.9915935397148132
0.005848624277859926,1.0,1.0,4,2019-12-09 22:11:20.841343,,,
0.007651751860976219,1.0,1.0,4,2019-12-09 22:11:25.054865,,,
0.004107574000954628,1.0,1.0,4,2019-12-09 22:11:29.129652,,,
0.001696414197795093,1.0,1.0,4,2019-12-09 22:11:33.335430,,,
0.0013600703096017241,1.0,1.0,4,2019-12-09 22:11:37.770323,,,
0.0030710010323673487,1.0,1.0,4,2019-12-09 22:11:42.112555,,,
0.0004284974420443177,1.0,1.0,4,2019-12-09 22:11:46.335300,,,
0.03834695741534233,0.7419354838709677,0.96875,4,2019-12-09 22:11:50.511130,,,
,,,4,2019-12-09 22:11:57.909190,0.048742614686489105,0.6000000238418579,0.9883028268814087
0.0026860088109970093,1.0,1.0,5,2019-12-09 22:11:58.249268,,,
0.001077399356290698,1.0,1.0,5,2019-12-09 22:12:02.188252,,,
0.0008820734219625592,1.0,1.0,5,2019-12-09 22:12:06.111958,,,
0.001699148560874164,1.0,1.0,5,2019-12-09 22:12:09.950879,,,
0.0025826303754001856,1.0,1.0,5,2019-12-09 22:12:13.861928,,,
0.006151130422949791,1.0,1.0,5,2019-12-09 22:12:17.836487,,,
0.001399317872710526,1.0,1.0,5,2019-12-09 22:12:22.002369,,,
0.02110123634338379,0.5,0.9766240157480315,5,2019-12-09 22:12:26.616052,,,
,,,5,2019-12-09 22:12:32.844543,0.052795637398958206,0.6492125988006592,0.9903737902641296
0.00040131041896529496,1.0,1.0,6,2019-12-09 22:12:33.226141,,,
0.04976609721779823,0.75,0.9818333333333332,6,2019-12-09 22:12:37.173054,,,
0.01118919625878334,1.0,1.0,6,2019-12-09 22:12:41.246728,,,
0.000793766463175416,1.0,1.0,6,2019-12-09 22:12:45.540835,,,
0.0011699108872562647,1.0,1.0,6,2019-12-09 22:12:50.012348,,,
9.113967098528519e-05,1.0,1.0,6,2019-12-09 22:12:54.704864,,,
0.0002816137275658548,1.0,1.0,6,2019-12-09 22:12:59.523679,,,
0.00033199109020642936,1.0,1.0,6,2019-12-09 22:13:03.846607,,,
,,,6,2019-12-09 22:13:10.256482,0.05493886023759842,0.6000000238418579,0.9883028268814087
0.00020194181706756353,1.0,1.0,7,2019-12-09 22:13:10.595189,,,
0.07171069085597992,0.5,0.9766240157480315,7,2019-12-09 22:13:14.712009,,,
0.0005820500082336366,1.0,1.0,7,2019-12-09 22:13:19.017077,,,
0.0013380649033933878,1.0,1.0,7,2019-12-09 22:13:23.230439,,,
0.0002919012913480401,1.0,1.0,7,2019-12-09 22:13:27.936691,,,
0.0003953081031795591,1.0,1.0,7,2019-12-09 22:13:32.407641,,,
0.08649157732725143,0.5,0.9766240157480315,7,2019-12-09 22:13:37.112319,,,
0.014577532187104225,0.9920634920634921,0.9869166666666666,7,2019-12-09 22:13:41.698953,,,
,,,7,2019-12-09 22:13:49.267295,0.07585803419351578,0.8333333134651184,0.9867656826972961
0.0034144800156354904,1.0,1.0,8,2019-12-09 22:13:49.657609,,,
0.0011657207505777478,1.0,1.0,8,2019-12-09 22:13:54.525940,,,
0.00011045108112739399,1.0,1.0,8,2019-12-09 22:13:59.403325,,,
0.00195740582421422,1.0,1.0,8,2019-12-09 22:14:03.782770,,,
0.001413053018040955,1.0,1.0,8,2019-12-09 22:14:08.133819,,,
0.00011017206270480528,1.0,1.0,8,2019-12-09 22:14:12.513647,,,
0.0012202761135995388,1.0,1.0,8,2019-12-09 22:14:16.678098,,,
0.000947899476159364,1.0,1.0,8,2019-12-09 22:14:21.617822,,,
,,,8,2019-12-09 22:14:28.534345,0.05525019019842148,0.800000011920929,0.9906495809555054
0.002443138277158141,1.0,1.0,9,2019-12-09 22:14:28.896616,,,
0.0014657980063930154,1.0,1.0,9,2019-12-09 22:14:33.177110,,,
0.0005668563535436988,1.0,1.0,9,2019-12-09 22:14:37.725737,,,
0.002008948242291808,1.0,1.0,9,2019-12-09 22:14:42.332932,,,
0.0005580174038186669,1.0,1.0,9,2019-12-09 22:14:46.424992,,,
