train_loss,accuracy,f1,epoch,created_at,val_loss,val_acc,val_f1
0.7176374197006226,0.7063492063492063,0.5759417314894842,0,2019-12-09 21:09:01.389389,,,
0.17786137759685516,0.49206349206349204,0.96875,0,2019-12-09 21:09:06.483989,,,
0.1225205734372139,0.5,0.9533730158730158,0,2019-12-09 21:09:11.736133,,,
0.15036791563034058,0.5,0.9533730158730158,0,2019-12-09 21:09:17.004025,,,
0.009318961761891842,1.0,1.0,0,2019-12-09 21:09:22.350704,,,
0.09016183018684387,0.5,0.9766240157480315,0,2019-12-09 21:09:27.754005,,,
0.006676722317934036,1.0,1.0,0,2019-12-09 21:09:33.097834,,,
0.06030906364321709,0.5,0.9766240157480315,0,2019-12-09 21:09:38.418814,,,
,,,0,2019-12-09 21:09:46.373777,0.040379129350185394,0.699999988079071,0.9883089065551758
0.0055954838171601295,1.0,1.0,1,2019-12-09 21:09:46.953431,,,
0.03686553239822388,0.5,0.9766240157480315,1,2019-12-09 21:09:52.100542,,,
0.008638693019747734,1.0,1.0,1,2019-12-09 21:09:57.009130,,,
0.005181556101888418,1.0,1.0,1,2019-12-09 21:10:01.876798,,,
0.005751370918005705,1.0,1.0,1,2019-12-09 21:10:06.809120,,,
0.004769511055201292,1.0,1.0,1,2019-12-09 21:10:11.698120,,,
0.14626510441303253,0.5,0.9533730158730158,1,2019-12-09 21:10:16.790965,,,
0.017495548352599144,0.5,0.9766240157480315,1,2019-12-09 21:10:21.754384,,,
,,,1,2019-12-09 21:10:29.327690,0.04639215022325516,0.699999988079071,0.9854984283447266
0.004658584017306566,1.0,1.0,2,2019-12-09 21:10:29.784536,,,
0.0037948491517454386,1.0,1.0,2,2019-12-09 21:10:34.730105,,,
0.032064493745565414,0.5,0.9766240157480315,2,2019-12-09 21:10:39.618846,,,
0.003245762549340725,1.0,1.0,2,2019-12-09 21:10:44.518156,,,
0.0036877316888421774,1.0,1.0,2,2019-12-09 21:10:49.306853,,,
0.033994678407907486,0.5,0.9766240157480315,2,2019-12-09 21:10:54.067401,,,
0.0025992817245423794,1.0,1.0,2,2019-12-09 21:10:58.818693,,,
0.0034331001807004213,1.0,1.0,2,2019-12-09 21:11:03.653400,,,
,,,2,2019-12-09 21:11:11.148247,0.03945840895175934,0.699999988079071,0.9883089065551758
0.0032150105107575655,1.0,1.0,3,2019-12-09 21:11:11.654634,,,
0.01050804927945137,1.0,1.0,3,2019-12-09 21:11:16.483031,,,
0.0021930376533418894,1.0,1.0,3,2019-12-09 21:11:21.235588,,,
0.008840206079185009,1.0,1.0,3,2019-12-09 21:11:26.000640,,,
0.03193558752536774,0.8333333333333333,0.9828760162601625,3,2019-12-09 21:11:30.892770,,,
0.002316154772415757,1.0,1.0,3,2019-12-09 21:11:35.830913,,,
0.03361745923757553,0.5,0.9766240157480315,3,2019-12-09 21:11:40.935642,,,
0.014099451713263988,0.5,0.9766240157480315,3,2019-12-09 21:11:46.153631,,,
,,,3,2019-12-09 21:11:53.667700,0.04036417230963707,0.800000011920929,0.9883213043212891
0.05837403982877731,0.75,0.9818333333333332,4,2019-12-09 21:11:54.114641,,,
0.0020351859275251627,1.0,1.0,4,2019-12-09 21:11:58.862871,,,
0.00479843420907855,1.0,1.0,4,2019-12-09 21:12:03.591044,,,
0.0029693657997995615,1.0,1.0,4,2019-12-09 21:12:08.268946,,,
0.0570414662361145,0.5,0.9766240157480315,4,2019-12-09 21:12:13.005374,,,
0.07071715593338013,0.75,0.9818333333333332,4,2019-12-09 21:12:17.794846,,,
0.0067879436537623405,1.0,1.0,4,2019-12-09 21:12:22.604126,,,
0.0020245732739567757,1.0,1.0,4,2019-12-09 21:12:27.404675,,,
,,,4,2019-12-09 21:12:35.118365,0.055307768285274506,0.6000000238418579,0.9854860305786133
0.0031681088730692863,1.0,1.0,5,2019-12-09 21:12:35.582951,,,
0.0013310457579791546,1.0,1.0,5,2019-12-09 21:12:40.615536,,,
0.0011273022973909974,1.0,1.0,5,2019-12-09 21:12:45.449687,,,
0.010326211340725422,1.0,1.0,5,2019-12-09 21:12:50.245507,,,
0.052195366472005844,0.8333333333333333,0.9828760162601625,5,2019-12-09 21:12:55.025888,,,
0.0014640861190855503,1.0,1.0,5,2019-12-09 21:13:00.348579,,,
0.02761070802807808,0.5,0.9766240157480315,5,2019-12-09 21:13:05.551430,,,
0.0021011321805417538,1.0,1.0,5,2019-12-09 21:13:10.368986,,,
,,,5,2019-12-09 21:13:18.438318,0.05373530462384224,0.5,0.9854798316955566
0.001611294224858284,1.0,1.0,6,2019-12-09 21:13:18.926845,,,
0.0017594610108062625,1.0,1.0,6,2019-12-09 21:13:23.780414,,,
0.0025263987481594086,1.0,1.0,6,2019-12-09 21:13:28.648965,,,
0.000908009591512382,1.0,1.0,6,2019-12-09 21:13:33.613579,,,
0.0006083016050979495,1.0,1.0,6,2019-12-09 21:13:38.506541,,,
0.0011751657584682107,1.0,1.0,6,2019-12-09 21:13:43.364969,,,
0.003961186856031418,1.0,1.0,6,2019-12-09 21:13:48.249075,,,
0.0008589908829890192,1.0,1.0,6,2019-12-09 21:13:53.281989,,,
,,,6,2019-12-09 21:14:00.742735,0.05728898197412491,0.6000000238418579,0.9854860305786133
0.000900395680218935,1.0,1.0,7,2019-12-09 21:14:01.216214,,,
0.0010968195274472237,1.0,1.0,7,2019-12-09 21:14:06.183899,,,
0.001389636192470789,1.0,1.0,7,2019-12-09 21:14:11.107520,,,
0.0013338574208319187,1.0,1.0,7,2019-12-09 21:14:16.048022,,,
0.0012154304422438145,1.0,1.0,7,2019-12-09 21:14:20.818948,,,
0.0009809916373342276,1.0,1.0,7,2019-12-09 21:14:25.746495,,,
0.0011591011425480247,1.0,1.0,7,2019-12-09 21:14:30.556471,,,
0.003193326061591506,1.0,1.0,7,2019-12-09 21:14:35.512078,,,
,,,7,2019-12-09 21:14:42.914753,0.06549513339996338,0.699999988079071,0.9854984283447266
0.0010396561119705439,1.0,1.0,8,2019-12-09 21:14:43.420083,,,
0.0005817891797050834,1.0,1.0,8,2019-12-09 21:14:48.360736,,,
0.001526119653135538,1.0,1.0,8,2019-12-09 21:14:53.391569,,,
0.001963601913303137,1.0,1.0,8,2019-12-09 21:14:58.410210,,,
0.0022475048899650574,1.0,1.0,8,2019-12-09 21:15:03.914408,,,
0.0017569075571373105,1.0,1.0,8,2019-12-09 21:15:09.428632,,,
0.0008369047427549958,1.0,1.0,8,2019-12-09 21:15:14.806758,,,
0.0008932776399888098,1.0,1.0,8,2019-12-09 21:15:19.609871,,,
,,,8,2019-12-09 21:15:27.322999,0.0598876066505909,0.699999988079071,0.9854984283447266
0.0009611492860130966,1.0,1.0,9,2019-12-09 21:15:27.797152,,,
0.030797207728028297,0.8333333333333333,0.9828760162601625,9,2019-12-09 21:15:32.915398,,,
