train_loss,accuracy,f1,epoch,created_at,val_loss
0.6907290816307068,0.5830830830830831,0.5275762764632628,0,2019-12-09 02:31:09.316968,
0.19547614455223083,1.0,1.0,0,2019-12-09 02:31:13.866097,
0.04122944548726082,1.0,1.0,0,2019-12-09 02:31:18.377665,
0.016227256506681442,1.0,1.0,0,2019-12-09 02:31:22.944440,
0.01430458202958107,1.0,1.0,0,2019-12-09 02:31:27.869336,
0.005072640720754862,1.0,1.0,0,2019-12-09 02:31:33.156440,
0.004020757973194122,1.0,1.0,0,2019-12-09 02:31:38.463452,
0.0038614380173385143,1.0,1.0,0,2019-12-09 02:31:43.380877,
,,,0,2019-12-09 02:31:50.450412,0.046696439385414124
3.2143115997314453,0.5,0.2503434065934066,1,2019-12-09 02:31:50.931399,
0.0009317738586105406,1.0,1.0,1,2019-12-09 02:31:55.461720,
0.0008630278753116727,1.0,1.0,1,2019-12-09 02:32:00.289885,
0.001057176967151463,1.0,1.0,1,2019-12-09 02:32:05.070489,
0.0018070198129862547,1.0,1.0,1,2019-12-09 02:32:09.651928,
0.0014543910510838032,1.0,1.0,1,2019-12-09 02:32:14.273338,
0.0013012763811275363,1.0,1.0,1,2019-12-09 02:32:18.756694,
0.0013229192700237036,1.0,1.0,1,2019-12-09 02:32:23.288208,
,,,1,2019-12-09 02:32:30.399395,0.04632239788770676
2.3000974655151367,0.5,0.2503434065934066,2,2019-12-09 02:32:30.882081,
0.0007173864869400859,1.0,1.0,2,2019-12-09 02:32:35.767097,
0.0008259664755314589,1.0,1.0,2,2019-12-09 02:32:40.425960,
0.0008804097305983305,1.0,1.0,2,2019-12-09 02:32:44.991943,
0.0014996589161455631,1.0,1.0,2,2019-12-09 02:32:49.347313,
0.0011293758871033788,1.0,1.0,2,2019-12-09 02:32:53.804931,
0.0010186447761952877,1.0,1.0,2,2019-12-09 02:32:58.620372,
0.0010128184221684933,1.0,1.0,2,2019-12-09 02:33:03.474668,
,,,2,2019-12-09 02:33:10.410834,0.04639027640223503
1.8609364032745361,0.5,0.2503434065934066,3,2019-12-09 02:33:10.846697,
0.0006454572430811822,1.0,1.0,3,2019-12-09 02:33:15.476150,
0.0009469999931752682,1.0,1.0,3,2019-12-09 02:33:20.165608,
0.0008249055244959891,1.0,1.0,3,2019-12-09 02:33:24.933110,
0.0013131066225469112,1.0,1.0,3,2019-12-09 02:33:29.756149,
0.0010826271027326584,1.0,1.0,3,2019-12-09 02:33:34.565577,
0.000900274608284235,1.0,1.0,3,2019-12-09 02:33:39.433183,
0.0008447628351859748,1.0,1.0,3,2019-12-09 02:33:43.826769,
,,,3,2019-12-09 02:33:50.397730,0.04699832946062088
1.5561929941177368,0.527027027027027,0.3152639729184673,4,2019-12-09 02:33:50.811490,
0.0005953179788775742,1.0,1.0,4,2019-12-09 02:33:55.144744,
0.001081635127775371,1.0,1.0,4,2019-12-09 02:33:59.528695,
0.0008590992074459791,1.0,1.0,4,2019-12-09 02:34:04.013920,
0.0011662496253848076,1.0,1.0,4,2019-12-09 02:34:08.381052,
0.0009182278299704194,1.0,1.0,4,2019-12-09 02:34:12.694275,
0.0007421769551001489,1.0,1.0,4,2019-12-09 02:34:17.085131,
0.0007243831641972065,1.0,1.0,4,2019-12-09 02:34:21.494684,
,,,4,2019-12-09 02:34:28.038775,0.04769822955131531
1.361533522605896,0.5540540540540541,0.3746583263246426,5,2019-12-09 02:34:28.449841,
0.0005925515433773398,1.0,1.0,5,2019-12-09 02:34:32.890522,
0.0010926317190751433,1.0,1.0,5,2019-12-09 02:34:37.296377,
0.0007562033133581281,1.0,1.0,5,2019-12-09 02:34:41.887984,
0.0011196212144568563,1.0,1.0,5,2019-12-09 02:34:46.790851,
0.0007161915418691933,1.0,1.0,5,2019-12-09 02:34:51.594734,
0.0007123584509827197,1.0,1.0,5,2019-12-09 02:34:56.610401,
0.0005907791201025248,1.0,1.0,5,2019-12-09 02:35:01.522182,
,,,5,2019-12-09 02:35:09.060132,0.04811740294098854
1.206446647644043,0.6351351351351351,0.5272606382978724,6,2019-12-09 02:35:09.510690,
0.0005566218169406056,1.0,1.0,6,2019-12-09 02:35:14.490166,
